10314,40.6099942
10312,40.5436525
10306,40.56878183102127
11234,40.6008
11434,40.7027
10305,40.609344
10469,40.8590451
11208,40.6792098
11207,40.68689245
11413,40.67310757523404
10309,40.554745
11420,40.67536274738695
11236,40.63999996301007
10304,40.60978154222178
11412,40.697870641869265
10466,40.8765372
11229,40.60034895
11203,40.64905370178132
10465,40.8143307
11221,40.6925813
10308,40.55195888869664
11433,40.697249911403716
11357,40.7866975
11385,40.70392425109491
11358,40.7607
11421,40.69104415267348
10301,40.629489794957045
11210,40.62742027695625
11233,40.67746845
10461,40.8400861
11223,40.5839528
11204,40.6173361
11691,40.6080861
10310,40.6307
11419,40.69
11235,40.58042575
11379,40.718991081107724
11436,40.67662966819463
10303,40.63025703003553
11365,40.73874350493007
