10314,-74.1478012
10312,-74.16830055
10306,-74.1167599156173
11234,-73.9066
11434,-73.789
10305,-74.076293
10469,-73.8302018
11208,-73.8732104
11207,-73.91272328765822
11413,-73.74964991121566
10309,-74.221327
11420,-73.81506768870251
11236,-73.90298682581982
10304,-74.08813085949164
11412,-73.75809820780484
10466,-73.8360112
11229,-73.94045182239292
11203,-73.93403399039953
10465,-73.8132314
11221,-73.94249929068513
10308,-74.15069905647337
11433,-73.78691136994512
11357,-73.7950285
11385,-73.89240383981179
11358,-73.7978
11421,-73.85777812171085
10301,-74.09386303338236
11210,-73.94566143026428
11233,-73.92582146688609
10461,-73.8797613
11223,-73.97349933003818
11204,-73.98533309182531
11691,-73.752489
10310,-74.1181
11419,-73.8213
11235,-73.96584909799904
11379,-73.87954664282566
11436,-73.79621095329564
10303,-74.15877800437138
11365,-73.79324328153584
